0.003948,90,145,-1
0.003948,91,145,-1
0.003949,93,146,-1
0.003949,115,147,-1
0.00396,44,29,1
0.00396,51,7,-1
0.00396,60,7,-1
0.003971,49,39,-1
0.003972,102,71,1
0.003972,48,65,-1
0.003972,104,77,-1
0.00398,182,86,-1
0.00398,57,85,-1
0.003998,156,109,-1
0.004002,20,109,-1
0.004002,36,108,-1
0.004006,51,127,1
0.00401,19,125,-1
0.00401,31,125,-1
0.00401,151,121,-1
0.004014,9,133,1
0.004014,19,133,-1
0.004029,62,144,-1
0.004029,71,144,-1
0.004029,90,146,-1
0.00403,160,149,-1
0.00403,44,29,1
0.004037,89,14,-1
0.004059,62,39,-1
0.004059,91,39,-1
0.00406,14,72,-1
0.00406,102,71,1
0.00406,13,71,-1
0.00406,48,79,-1
0.00406,169,77,-1
0.004079,40,86,-1
0.004082,31,94,-1
0.004097,18,130,-1
0.004097,27,129,-1
0.004097,25,124,-1
0.004098,147,121,-1
0.004098,36,121,-1
0.004109,28,142,-1
0.004109,40,142,1
0.004109,41,142,-1
0.00411,7,141,-1
0.00411,14,141,-1
0.004114,44,29,1
0.004114,90,23,-1
0.004125,64,9,-1
0.004136,91,36,-1
0.004136,58,38,-1
0.00414,15,72,-1
0.00414,102,71,1
0.004176,54,109,1
0.00418,71,101,-1
0.00418,16,105,-1
0.004188,3,118,-1
0.004188,54,116,-1
0.004188,4,133,1
0.004203,94,146,-1
0.004203,137,145,-1
0.004207,99,147,-1
0.004207,186,150,-1
0.004208,44,29,1
0.004219,56,8,-1
0.00423,90,44,-1
0.00423,58,39,-1
0.00423,60,39,-1
0.00423,64,39,-1
0.00423,13,72,-1
0.00423,102,71,1
0.004234,103,77,-1
0.004235,57,81,-1
0.004246,35,95,1
0.004257,117,109,-1
0.004268,148,121,-1
0.004272,16,134,1
0.004279,64,136,1
0.004281,73,142,1
0.004285,91,146,-1
0.004285,102,146,-1
0.004289,44,29,1
0.004296,29,5,1
0.004296,54,8,-1
0.004296,63,8,-1
0.0043,104,59,-1
0.004308,102,71,1
0.004308,169,79,-1
0.004308,168,80,-1
0.00433,49,90,-1
0.004331,22,105,-1
0.004331,23,105,-1
0.004335,32,98,-1
0.004346,35,108,-1
0.004346,37,124,-1
0.004346,109,124,-1
0.004346,14,121,-1
0.004346,24,121,-1
0.004346,74,121,-1
0.004347,52,118,-1
0.004358,24,141,-1
0.004358,80,144,-1
0.004362,44,29,1
0.004362,47,31,-1
0.004363,71,22,-1
0.004363,88,22,-1
0.004363,89,22,-1
0.004363,90,22,-1
0.004363,88,23,-1
0.004371,52,7,-1
0.004371,58,7,-1
0.004371,89,7,-1
0.004371,64,41,-1
0.004382,48,72,-1
0.004382,102,71,1
0.004383,21,80,-1
0.004383,106,79,1
0.004383,33,81,1
0.004391,17,89,-1
0.004391,41,88,1
0.004391,42,88,1
0.004391,187,87,-1
0.004391,43,85,-1
0.004392,39,91,1
0.004395,70,95,-1
0.004399,29,110,1
0.004403,33,109,1
0.004403,151,108,1
0.004418,11,122,-1
0.004433,15,134,1
0.004444,48,143,-1
0.004448,181,150,-1
0.004449,44,29,1
0.004456,67,13,-1
0.004456,65,14,-1
0.004457,69,11,-1
0.004457,48,37,-1
0.004468,102,71,1
0.004482,38,87,-1
0.004501,9,100,-1
0.004519,11,133,1
0.00453,33,140,1
0.004533,99,146,-1
0.004534,109,148,-1
0.004534,44,29,1
0.004542,71,38,-1
0.004552,102,71,1
0.00456,21,81,-1
0.004603,42,124,-1
0.004607,9,122,-1
0.004607,145,121,-1
0.004611,6,119,-1
0.004611,23,118,-1
0.004611,3,133,1
0.004619,42,138,-1
0.004619,55,140,-1
0.004627,184,151,-1
0.004627,186,151,-1
0.004627,44,29,1
0.004634,45,7,-1
0.004634,47,7,-1
0.004649,59,38,-1
0.004649,102,71,1
0.004653,78,82,1
0.004664,148,84,1
0.004679,153,110,1
0.004697,145,123,1
0.004701,18,123,-1
0.004701,12,120,-1
0.00473,41,139,-1
0.00473,73,141,-1
0.004741,169,149,-1
0.004742,44,29,1
0.004749,56,7,-1
0.004764,102,71,1
0.004764,46,70,-1
0.004768,169,77,-1
0.004775,50,84,-1
0.004775,23,83,-1
0.004776,174,87,-1
0.004776,188,86,-1
0.004776,47,91,1
0.004791,143,107,-1
0.004791,153,107,-1
0.004795,13,100,-1
0.004806,15,122,-1
0.00482,39,133,1
0.004846,111,142,-1
0.00486,44,29,1
0.004871,80,59,1
0.004882,102,71,1
0.00489,33,82,-1
0.004893,144,83,1
0.004894,30,83,1
0.004901,38,89,1
0.004901,186,88,-1
0.004902,40,90,-1
0.004905,70,96,-1
0.004906,152,109,1
0.00491,110,111,-1
0.00491,147,105,-1
0.00491,30,99,-1
0.004918,68,102,-1
0.004925,132,125,-1
0.004942,2,133,1
0.004963,27,141,-1
0.004963,64,141,-1
0.004967,114,143,-1
0.004971,98,148,1
0.004971,107,148,-1
0.004972,116,147,-1
0.004976,44,29,1
0.004986,73,58,1
0.005001,102,71,1
0.005001,98,79,1
0.005001,169,79,-1
0.005009,168,80,-1
0.005009,60,84,1
0.005009,34,83,-1
0.005012,37,88,1
0.005016,42,91,1
0.005031,27,100,-1
0.005031,38,100,1
0.00506,44,123,-1
0.00506,143,122,1
0.00506,54,125,1
0.005064,33,119,-1
0.005093,35,140,1
0.005097,4,141,-1
0.005101,82,145,-1
0.005101,101,146,-1
0.005101,144,148,-1
0.005101,112,147,-1
0.005102,44,29,1
0.005102,88,24,-1
0.005124,102,71,1
0.005124,52,80,-1
0.005128,35,82,1
0.005135,31,83,1
0.005196,148,119,1
0.005211,24,132,1
0.005211,22,131,1
0.005211,1,133,1
0.005212,35,135,1
0.005212,66,135,-1
0.005219,13,140,-1
0.005219,36,140,1
0.005227,183,141,-1
0.005227,54,143,-1
0.005227,74,143,1
0.005231,151,148,-1
0.005231,100,147,-1
0.005235,44,29,1
0.005243,87,11,-1
0.005254,81,60,1
0.005254,83,60,1
0.005261,102,71,1
0.005269,19,77,-1
0.005269,47,77,1
0.005276,142,83,1
0.005284,40,87,1
0.005302,40,100,1
0.005305,185,101,1
0.005316,60,109,-1
0.005317,149,111,1
0.005321,157,110,-1
0.005321,38,120,1
0.005321,4,119,-1
0.005325,64,115,1
0.00535,37,135,1
0.005354,60,136,1
0.005358,41,141,1
0.005376,185,148,1
0.005376,82,147,1
0.005384,44,29,1
0.00542,102,71,1
0.005427,105,79,1
0.005427,169,77,-1
0.005431,35,81,1
0.005431,102,80,1
0.005439,44,88,1
0.005443,28,97,1
0.005443,39,97,1
0.005447,46,90,1
0.005454,54,99,1
0.005465,151,105,-1
0.005469,148,111,1
0.005483,4,121,-1
0.005494,8,122,-1
0.005498,44,131,1
0.005498,45,131,1
0.005534,114,144,1
0.005538,83,147,1
0.005552,44,29,1
0.005563,88,9,-1
0.005567,74,59,1
0.005571,57,58,1
0.005586,102,71,1
0.005586,15,71,-1
0.005604,34,81,1
0.005604,76,81,1
0.00561,131,82,1
0.00561,61,85,1
0.005632,53,100,1
0.00565,150,108,1
0.00565,154,112,1
0.005658,24,118,1
0.005658,152,120,-1
0.005669,110,122,1
0.005705,25,139,1
0.005705,112,144,1
0.005716,105,149,1
0.005723,44,29,1
0.005738,83,59,1
0.005742,60,58,1
0.005767,102,71,1
0.005778,75,80,-1
0.005778,169,79,-1
0.005785,32,81,1
0.005785,168,80,-1
0.005793,52,88,1
0.0058,41,95,-1
0.005804,65,90,1
0.005808,37,100,1
0.005819,58,105,1
0.005819,57,106,-1
0.00582,147,108,1
0.005831,7,118,-1
0.005842,21,127,1
0.005842,142,121,1
0.005849,21,131,1
0.00585,8,133,1
0.005853,63,136,1
0.005853,66,136,1
0.005861,54,142,1
0.005865,40,140,1
0.005876,100,148,1
0.005876,146,146,1
0.005876,179,148,1
0.005876,189,148,-1
0.005884,55,17,1
0.005888,44,29,1
0.005895,78,59,1
0.005924,53,72,1
0.005924,102,71,1
0.005935,107,79,1
0.005939,45,77,1
0.005939,79,82,1
0.005943,31,83,1
0.005947,41,87,1
0.005954,63,95,1
0.005955,42,89,1
0.005955,56,89,1
0.005955,60,92,1
0.005962,7,102,1
0.005973,61,106,1
0.00598,16,111,1
0.005992,62,118,1
0.005996,23,117,1
0.00601,6,133,1
0.006046,97,148,1
0.006046,108,148,-1
0.00605,174,148,1
0.00605,189,149,1
0.006054,44,29,1
0.006058,48,20,-1
0.006067,29,5,1
0.006071,81,59,1
0.006081,81,60,1
0.006096,102,71,1
0.006107,94,80,1
0.006107,169,77,-1
0.006132,36,89,1
0.006165,146,108,1
0.006172,39,119,1
0.00618,49,129,1
0.00618,144,123,1
0.006184,23,131,1
0.006184,47,130,1
0.006184,27,133,1
0.006188,19,138,1
0.006188,30,138,1
0.006192,64,135,-1
0.006196,56,142,1
0.006196,41,141,1
0.006211,19,143,1
0.006211,159,147,1
0.006243,44,29,1
0.00629,61,40,-1
0.006294,102,71,1
0.006305,88,79,1
0.006312,43,77,1
0.006312,57,82,1
0.006323,152,87,-1
0.006327,151,85,-1
0.006327,63,89,1
0.006327,64,89,1
0.006363,25,104,1
0.006385,59,121,1
0.006399,7,133,1
0.006399,10,133,1
0.006403,46,130,1
0.006407,65,136,1
0.006411,28,136,1
0.006422,29,140,1
0.006422,38,140,1
0.006425,27,139,1
0.006433,108,142,1
0.006437,147,146,1
0.006437,148,146,1
0.006441,181,148,1
0.006444,185,150,-1
0.006455,51,18,1
0.00647,44,29,1
0.006495,60,38,-1
0.006499,50,59,1
0.006499,53,58,1
0.006499,56,58,1
0.006499,59,58,1
0.006525,102,71,1
0.006525,56,71,1
0.006532,96,79,1
0.006532,169,79,-1
0.006536,46,77,1
0.006547,168,80,-1
0.006548,58,84,-1
0.006551,43,88,1
0.006555,61,92,1
0.00658,24,101,1
0.00658,39,101,1
0.006595,59,105,1
0.006599,40,113,1
0.00661,29,118,1
0.00661,61,119,1
0.006614,11,123,-1
0.006614,19,123,1
0.006622,41,132,1
0.006622,42,132,1
0.006622,25,134,1
0.006629,34,135,1
0.006633,46,141,1
0.006641,48,145,1
0.006641,92,146,-1
0.006646,156,147,1
0.006664,53,18,1
0.006678,44,29,1
0.006714,77,59,1
0.006714,75,58,1
0.006715,52,57,1
0.006722,73,60,1
0.006737,102,71,1
0.006737,61,67,1
0.006741,89,79,1
0.006741,169,77,-1
0.006741,154,79,1
0.006752,104,81,1
0.006756,128,82,1
0.00676,184,87,1
0.006796,36,101,1
0.006803,46,103,1
0.006825,58,109,1
0.006843,56,124,1
0.006854,18,134,1
0.006854,19,134,1
0.006854,26,134,1
0.006854,5,133,1
0.006854,9,133,1
0.006858,61,136,1
0.006869,58,142,1
0.006873,30,140,1
0.006873,40,140,1
0.006877,109,144,1
0.006877,96,146,-1
0.006934,44,29,1
0.006974,38,58,1
0.006974,61,58,1
0.006978,73,59,1
0.006978,72,58,1
0.006982,60,61,1
0.006993,102,71,1
0.007,139,79,1
0.007005,48,77,1
0.007019,33,81,1
0.007019,36,81,1
0.00702,59,84,1
0.00702,143,83,1
0.00702,58,83,1
0.007021,59,85,1
0.007028,41,89,1
0.007039,38,93,-1
0.007039,66,93,1
0.007039,64,94,1
0.007043,32,96,1
0.007045,2,101,1
0.007049,43,99,1
0.007049,54,98,1
0.007049,4,103,1
0.00706,66,112,1
0.00706,150,111,1
0.00706,154,111,1
0.007086,140,118,1
0.007093,62,117,1
0.007104,55,124,1
0.007104,20,127,1
0.007104,52,127,1
0.007108,17,134,1
0.007108,27,134,1
0.007108,41,133,1
0.007109,12,133,1
0.007116,58,136,1
0.007127,8,142,1
0.007127,45,141,1
0.007145,96,148,1
0.007145,155,147,1
0.007157,72,175,1
0.007168,55,18,1
0.007182,44,29,1
0.007207,66,46,1
0.007229,58,60,1
0.007229,72,59,1
0.007229,82,59,1
0.007229,51,59,1
0.007229,62,59,1
0.00723,53,57,1
0.00723,72,57,1
0.00723,75,61,1
0.00723,82,61,1
0.007252,102,71,1
0.00726,63,67,1
0.007264,72,80,1
0.007264,97,79,1
0.007264,153,79,1
0.007264,169,79,-1
0.007268,44,77,1
0.007282,168,80,-1
0.007283,30,83,1
0.007297,35,89,-1
0.007297,49,89,1
0.007308,27,97,1
0.007316,31,100,1
0.007316,39,100,1
0.007323,5,102,1
0.007327,57,105,1
0.007327,9,104,1
0.007328,23,107,1
0.007339,28,112,1
0.00735,25,118,1
0.007382,18,127,1
0.007393,11,134,1
0.007393,39,133,1
0.007393,4,133,1
0.007394,23,132,1
0.007397,29,137,1
0.007397,67,136,1
0.007401,36,135,1
0.007405,47,141,1
0.007406,185,141,-1
0.007409,28,139,1
0.00741,73,143,1
0.00741,107,142,1
0.00741,185,142,-1
0.007421,160,147,1
0.007421,161,147,1
0.007425,175,148,1
0.007463,60,18,1
0.007467,53,17,1
0.007467,53,16,1
0.007478,44,29,1
0.007518,75,59,1
0.007518,80,59,1
0.007522,44,58,1
0.007526,76,60,1
0.007526,84,60,1
0.007526,88,60,1
0.00753,82,62,1
0.007558,102,71,1
0.007569,63,65,1
0.007575,8,81,1
0.007575,169,77,-1
0.007579,5,76,1
0.007583,2,75,1
0.007583,69,82,1
0.007594,48,88,1
0.007594,177,87,-1
0.007594,40,87,1
0.007598,50,89,1
0.007606,32,92,-1
0.007606,48,95,1
0.007606,41,97,1
0.007614,44,101,1
0.007622,6,102,1
0.007625,13,105,1
0.007636,148,108,1
0.007647,57,111,1
0.007651,36,120,1
0.007676,57,123,1
0.007694,48,129,1
0.007698,25,133,1
0.007698,26,133,1
0.007699,9,134,1
0.007699,14,134,1
0.007706,62,136,1
0.00771,27,135,1
0.00771,28,135,1
0.00771,29,136,1
0.007711,71,142,1
0.007718,21,139,1
0.007718,23,143,1
0.007722,115,144,1
0.007722,145,145,1
0.007723,86,147,1
0.007723,99,148,1
0.00773,45,165,1
0.007759,49,14,1
0.007763,29,5,1
0.007763,54,18,1
0.007764,37,20,1
0.007782,44,29,1
0.007782,38,32,1
0.007793,38,33,1
0.007793,38,40,1
0.00785,81,61,1
0.00785,83,61,1
0.007851,72,60,1
0.007851,74,60,1
0.007855,63,64,1
0.007855,102,71,1
0.007855,42,71,1
0.007877,36,80,1
0.007877,73,80,1
0.007877,99,79,1
0.007881,41,77,1
0.007881,47,77,1
0.007891,54,74,1
0.007893,142,81,1
0.007896,32,81,1
0.007897,19,85,1
0.007897,145,83,1
0.007897,31,83,1
0.007905,51,87,1
0.007905,58,87,1
0.007905,37,88,1
0.007905,45,90,1
0.007905,56,90,1
0.007905,64,90,1
0.007906,54,89,1
0.007906,65,89,1
0.007906,16,93,1
0.007906,58,92,1
0.007907,43,91,1
0.007907,40,93,1
0.007914,29,97,1
0.007914,50,96,1
0.007932,13,103,1
0.007933,12,104,1
0.007937,62,106,-1
0.007948,143,111,1
0.007948,146,112,1
0.007948,151,112,1
0.007948,144,110,1
0.007949,151,109,1
0.007964,153,116,1
0.007975,154,122,1
0.007978,32,124,1
0.007986,52,126,1
0.007989,50,128,1
0.007993,1,133,1
0.007993,11,133,1
0.007993,23,133,1
0.008004,20,138,1
0.008004,35,138,1
0.008015,64,142,1
0.008019,28,140,1
0.008019,39,140,1
0.008019,42,140,1
0.008019,44,140,1
0.00802,70,138,1
0.00802,70,143,1
0.008024,66,146,1
0.008028,149,146,1
0.008032,167,148,1
0.008032,177,148,1
0.008032,184,148,1
0.008032,184,149,1
0.008032,99,169,1
0.008033,110,170,1
0.008061,51,15,1
0.008072,87,5,-1
0.008076,39,20,1
0.00808,39,18,1
0.00808,49,18,1
0.00808,51,17,1
0.00808,59,17,1
0.00808,140,16,1
0.008084,54,20,1
0.008092,44,29,1
0.008106,64,24,1
0.008124,41,47,1
0.008126,39,48,1
0.008126,35,46,1
0.008134,60,52,1
0.008152,52,56,1
0.008156,60,60,1
0.008156,63,60,1
0.008156,71,59,1
0.008156,88,59,1
0.008156,53,59,1
0.008157,54,57,1
0.008157,49,58,1
0.008157,54,58,1
0.008157,28,63,1
0.008157,62,63,1
0.008157,77,62,1
0.008157,82,62,1
0.008162,85,61,1
0.008162,86,61,1
0.00818,41,72,1
0.00818,102,71,1
0.008191,100,79,1
0.008191,169,79,-1
0.008191,5,80,1
0.008191,169,77,-1
0.008199,56,75,1
0.008213,124,81,1
0.008213,168,80,-1
0.008217,8,84,1
0.008217,9,84,1
0.008217,10,86,1
0.008221,45,88,1
0.008221,54,88,1
0.008221,63,88,1
0.008225,34,94,1
0.008225,61,93,1
0.008229,32,96,1
0.008229,33,96,1
0.008233,48,91,1
0.008237,47,89,1
0.008251,33,98,1
0.008252,8,102,1
0.008252,54,101,1
0.008256,7,104,1
0.008256,25,104,1
0.008256,8,105,1
0.008256,7,106,1
0.008257,25,107,1
0.008264,32,112,1
0.008282,145,118,1
0.008289,15,116,1
0.0083,10,122,-1
0.008308,51,127,1
0.008308,60,127,1
0.008308,106,127,1
0.008312,25,128,-1
0.008312,29,129,-1
0.008312,3,133,1
0.008312,8,133,1
0.008313,7,134,1
0.008313,8,134,1
0.008319,45,130,1
0.008319,33,135,1
0.008319,142,135,1
0.008323,31,140,1
0.008323,103,139,1
0.008327,189,141,-1
0.008331,110,143,1
0.008342,84,147,1
0.008342,85,147,1
0.008342,87,147,1
0.008342,88,147,1
0.008342,98,148,1
0.008343,112,149,1
0.008343,183,148,1
0.008389,48,9,-1
0.008393,49,15,1
0.008393,53,15,1
0.008393,62,15,1
0.008425,61,19,1
0.008426,59,18,1
0.008426,43,18,1
0.008426,58,17,1
0.00843,35,22,1
0.008441,44,29,1
0.008445,37,31,1
0.008456,52,25,1
0.008456,53,25,1
0.008456,32,25,1
0.008481,51,48,1
0.008485,38,46,1
0.008496,37,51,1
0.008496,51,51,1
0.008507,67,53,1
0.008518,63,59,1
0.008518,68,58,1
0.008518,79,58,1
0.008519,76,59,1
0.008519,60,57,1
0.008522,100,57,1
0.008523,44,64,1
0.008523,74,62,1
0.008523,76,62,1
0.008523,80,62,1
0.008523,83,62,1
0.008524,75,60,1
0.008535,83,64,1
0.008539,1,73,1
0.008539,102,71,1
0.008543,42,70,1
0.008543,27,69,1
0.008543,122,78,1
0.008547,42,77,1
0.008551,36,75,1
0.008551,37,76,1
0.008559,125,81,1
0.008559,9,82,1
0.008559,19,82,1
0.008559,74,81,1
0.008559,60,84,1
0.008559,135,83,1
0.00856,69,83,1
0.00856,62,86,1
0.008564,21,88,1
0.008564,43,87,1
0.008564,134,87,1
